2026-08-20T07:47:10	1336-Letter_from_Mr_Minoo_Masani_07-04-1967	summary	ok cred=0.28
2026-08-20T07:47:11	1332-Letter_to_Mr_Minoo_Masani_18-04-1967	summary	ok cred=0.28
2026-08-20T07:47:14	1342-Letter_to_Mr_Minoo_Masani_29-03-1967	metadata.a	ok cred=0.27
2026-08-20T07:47:16	1343-Letter_from_Mr_Minoo_Masani_28-03-1967	metadata.a	ok cred=0.22
2026-08-20T07:47:16	1340-Letter_to_Mr_Minoo_Masani_01-04-1967	metadata.a	ok cred=0.23
2026-08-20T07:47:17	1341-Letter_to_Mr_Minoo_Masani_31-03-1967	metadata.a	ok cred=0.21
2026-08-20T07:47:25	1339-Letter_to_Mr_Minoo_Masani_03-04-1967	summary	ok cred=0.28
2026-08-20T07:47:34	1342-Letter_to_Mr_Minoo_Masani_29-03-1967	summary	ok cred=0.24
2026-08-20T07:47:36	134-Morarjis_Breakfast_Nations_Last_Supper-March_Of_The_Nation_24-06-1967	summary	ok cred=0.27
2026-08-20T07:47:38	1343-Letter_from_Mr_Minoo_Masani_28-03-1967	summary	ok cred=0.25
2026-08-20T07:47:38	1345-Letter_to_Indira_Gandhi_28-03-1967	metadata.a	ok cred=0.3
2026-08-20T07:47:41	1348-Letter_to_Mr_Minoo_Masani_27-03-1967	metadata.a	ok cred=0.29
2026-08-20T07:47:43	1341-Letter_to_Mr_Minoo_Masani_31-03-1967	summary	ok cred=0.27
2026-08-20T07:47:52	1349-Letter_from_Mr_Minoo_Masani_27-03-1967	metadata.a	ok cred=0.23
2026-08-20T07:47:56	1351-Letter_from_Mr_Minoo_Masani_21-03-1967	metadata.a	ok cred=0.29
2026-08-20T07:48:01	1352-Letter_to_Mr_Minoo_Masani_20-03-1967	metadata.a	ok cred=0.22
2026-08-20T07:48:02	1348-Letter_to_Mr_Minoo_Masani_27-03-1967	summary	ok cred=0.26
2026-08-20T07:48:04	1353-Relevant_Extract_from_the_House_of_the_People_Deoates_28-04-1953	metadata.a	ok cred=0.23
2026-08-20T07:48:08	1345-Letter_to_Indira_Gandhi_28-03-1967	summary	ok cred=0.27
2026-08-20T07:48:08	1340-Letter_to_Mr_Minoo_Masani_01-04-1967	summary	ok cred=0.26
2026-08-20T07:48:11	1354-Letter_to_Mr_Minoo_Masani_20-03-1967	metadata.a	ok cred=0.28
2026-08-20T07:48:23	1351-Letter_from_Mr_Minoo_Masani_21-03-1967	summary	ok cred=0.25
2026-08-20T07:48:24	1349-Letter_from_Mr_Minoo_Masani_27-03-1967	summary	ok cred=0.29
2026-08-20T07:48:25	1352-Letter_to_Mr_Minoo_Masani_20-03-1967	summary	UNPARSEABLE
2026-08-20T07:48:28	1357-Letter_to_Mr_Minoo_Masani_12-03-1967	metadata.a	ok cred=0.28
2026-08-20T07:48:29	1355-Meeting_of_the_Speaker_with_the_Leaders_of_Uroups_17-03-1967	metadata.a	ok cred=0.24
2026-08-20T07:48:32	1356-Letter_to_Mr_Minoo_Masani_15-03-1967	metadata.a	ok cred=0.3
2026-08-20T07:48:32	1354-Letter_to_Mr_Minoo_Masani_20-03-1967	summary	ok cred=0.26
2026-08-20T07:48:37	1353-Relevant_Extract_from_the_House_of_the_People_Deoates_28-04-1953	summary	ok cred=0.29
2026-08-20T07:48:47	1359-Letter_from_SV_Raju_06-10-1977	metadata.a	ok cred=0.28
2026-08-20T07:48:48	1358-Telegram_from_Mr_Minoo_Masani_12-03-1967	metadata.a	ok cred=0.29
2026-08-20T07:48:49	1364-Letter_from_SV_Raju_15-06-1977	metadata.a	ok cred=0.29
2026-08-20T07:48:52	1355-Meeting_of_the_Speaker_with_the_Leaders_of_Uroups_17-03-1967	summary	ok cred=0.27
2026-08-20T07:48:55	1365-Letter_to_SV_Raju_04-05-1977	metadata.a	ok cred=0.28
2026-08-20T07:48:58	1357-Letter_to_Mr_Minoo_Masani_12-03-1967	summary	ok cred=0.26
2026-08-20T07:48:59	1367-Letter_from_SV_Raju_27-04-1977	metadata.a	ok cred=0.28
2026-08-20T07:49:05	1356-Letter_to_Mr_Minoo_Masani_15-03-1967	summary	ok cred=0.24
2026-08-20T07:49:11	1359-Letter_from_SV_Raju_06-10-1977	summary	ok cred=0.27
2026-08-20T07:49:13	1364-Letter_from_SV_Raju_15-06-1977	summary	ok cred=0.25
2026-08-20T07:49:14	1368-Letter_from_SV_Raju_13-04-1977	metadata.a	ok cred=0.22
2026-08-20T07:49:17	1358-Telegram_from_Mr_Minoo_Masani_12-03-1967	summary	ok cred=0.24
2026-08-20T07:49:24	1375-Letter_from_SV_Raju_27-04-1977	metadata.a	ok cred=0.22
2026-08-20T07:49:26	1365-Letter_to_SV_Raju_04-05-1977	summary	ok cred=0.27
2026-08-20T07:49:31	1367-Letter_from_SV_Raju_27-04-1977	summary	ok cred=0.3
2026-08-20T07:49:32	1376-Letter_to_SV_Raju_05-04-1977	metadata.a	ok cred=0.28
2026-08-20T07:49:33	1385-Letter_to_Mr_Minoo_Masani_16-10-1984	metadata.a	ok cred=0.28
2026-08-20T07:49:35	1378-Letter_to_SV_Raju_20-04-1977	metadata.a	ok cred=0.22
2026-08-20T07:49:43	1368-Letter_from_SV_Raju_13-04-1977	summary	ok cred=0.29
2026-08-20T07:49:43	1387-Letter_from_SV_Raju_Jan-1985	metadata.a	ok cred=0.28
2026-08-20T07:49:47	1388-Letter_from_SV_Raju_20-02-1985	metadata.a	ok cred=0.22
2026-08-20T07:49:54	1389-Letter_to_SV_Raju_05-01-1985	metadata.a	ok cred=0.27
2026-08-20T07:49:58	1378-Letter_to_SV_Raju_20-04-1977	summary	ok cred=0.26
2026-08-20T07:49:58	1385-Letter_to_Mr_Minoo_Masani_16-10-1984	summary	ok cred=0.26
2026-08-20T07:50:06	1376-Letter_to_SV_Raju_05-04-1977	summary	ok cred=0.29
2026-08-20T07:50:07	1388-Letter_from_SV_Raju_20-02-1985	summary	ok cred=0.26
2026-08-20T07:50:07	1390-Letter_from_SV_Raju_15-10-1985	metadata.a	ok cred=0.22
2026-08-20T07:50:09	1375-Letter_from_SV_Raju_27-04-1977	summary	ok cred=0.33
2026-08-20T07:50:12	1389-Letter_to_SV_Raju_05-01-1985	summary	ok cred=0.24
2026-08-20T07:50:20	1393-Talent_House_31-12-1985	metadata.a	ok cred=0.28
2026-08-20T07:50:26	1387-Letter_from_SV_Raju_Jan-1985	summary	ok cred=0.34
2026-08-20T07:50:31	1390-Letter_from_SV_Raju_15-10-1985	summary	ok cred=0.26
2026-08-20T07:50:31	1397-Letter_to_Omkar_Nath_Tiku_08-09-1963	metadata.a	ok cred=0.28
2026-08-20T07:50:32	14-Letter_to_Mrs_K_S_Alva_29-03-1971	metadata.a	ok cred=0.28
2026-08-20T07:50:34	1403-Letter_from_SV_Raju_05-12-1974	metadata.a	ok cred=0.27
2026-08-20T07:50:38	1394-Letter_from_SV_Raju_29-12-1976	metadata.a	ok cred=0.28
2026-08-20T07:50:40	1404-Letter_to_SV_Raju_03-12-1974	metadata.a	ok cred=0.29
2026-08-20T07:50:42	1393-Talent_House_31-12-1985	summary	ok cred=0.25
2026-08-20T07:50:51	1403-Letter_from_SV_Raju_05-12-1974	summary	ok cred=0.21
2026-08-20T07:50:58	14-Letter_to_Mrs_K_S_Alva_29-03-1971	summary	ok cred=0.26
2026-08-20T07:51:01	1409-Letter_to_SV_Raju_20-11-1974	metadata.a	ok cred=0.29
2026-08-20T07:51:04	1420-SV_Raju_will_the_Compliments_of_Swatantra_Party_07-10-1974	metadata.a	ok cred=0.26
2026-08-20T07:51:06	1404-Letter_to_SV_Raju_03-12-1974	summary	ok cred=0.25
2026-08-20T07:51:08	1423-Letter_to_SV_Raju_25-09-1974	metadata.a	ok cred=0.28
2026-08-20T07:51:10	1394-Letter_from_SV_Raju_29-12-1976	summary	ok cred=0.28
2026-08-20T07:51:12	1427-Letter_to_IS_Bhargava_17-09-1974	metadata.a	ok cred=0.28
2026-08-20T07:51:24	1428-Letter_to_MR_Arya_17-09-1974	metadata.a	ok cred=0.22
2026-08-20T07:51:29	1430-Letter_to_SV_Raju_16-09-1974	metadata.a	ok cred=0.23
2026-08-20T07:51:34	1409-Letter_to_SV_Raju_20-11-1974	summary	ok cred=0.29
2026-08-20T07:51:37	1431-Letter_to_Piloo_Mody_13-09-1974	metadata.a	ok cred=0.23
2026-08-20T07:51:39	1427-Letter_to_IS_Bhargava_17-09-1974	summary	ok cred=0.25
2026-08-20T07:51:47	1420-SV_Raju_will_the_Compliments_of_Swatantra_Party_07-10-1974	summary	ok cred=0.3
2026-08-20T07:51:47	1423-Letter_to_SV_Raju_25-09-1974	summary	ok cred=0.3
2026-08-20T07:51:52	1430-Letter_to_SV_Raju_16-09-1974	summary	ok cred=0.25
2026-08-20T07:52:00	1436-Letter_to_SV_Raju_13-09-1974	metadata.a	ok cred=0.22
2026-08-20T07:52:04	1438-Letter_from_SV_Raju_11-09-1974	metadata.a	ok cred=0.28
2026-08-20T07:52:05	1441-Letter_to_SV_Raju_03-09-1974	metadata.a	ok cred=0.27
2026-08-20T07:52:05	1428-Letter_to_MR_Arya_17-09-1974	summary	ok cred=0.29
2026-08-20T07:52:05	1431-Letter_to_Piloo_Mody_13-09-1974	summary	ok cred=0.27
2026-08-20T07:52:08	1449-The_United_States_22-07-1974	metadata.a	ok cred=0.27
2026-08-20T07:52:10	1397-Letter_to_Omkar_Nath_Tiku_08-09-1963	summary	ok cred=0.26
2026-08-20T07:52:22	1455-Sassoon_J_David_&_Co_Ltd_30-04-1974	metadata.a	ok cred=0.27
2026-08-20T07:52:22	1436-Letter_to_SV_Raju_13-09-1974	summary	ok cred=0.26
2026-08-20T07:52:25	1459-letter_from_VP_Bhatia_25-07-1974	metadata.a	ok cred=0.28
2026-08-20T07:52:29	1441-Letter_to_SV_Raju_03-09-1974	summary	ok cred=0.23
2026-08-20T07:52:29	1457-Letter_to_MR_Arya_26-07-1974	metadata.a	ok cred=0.28
2026-08-20T07:52:30	1438-Letter_from_SV_Raju_11-09-1974	summary	ok cred=0.27
2026-08-20T07:52:35	1461-Registration_Reciept_26-03-1974	metadata.a	ok cred=0.28
2026-08-20T07:52:43	1455-Sassoon_J_David_&_Co_Ltd_30-04-1974	summary	ok cred=0.26
2026-08-20T07:52:47	1462-Magistrate_Order_14-08-1974	metadata.a	ok cred=0.29
2026-08-20T07:52:50	1457-Letter_to_MR_Arya_26-07-1974	summary	ok cred=0.26
2026-08-20T07:52:50	1449-The_United_States_22-07-1974	summary	ok cred=0.3
2026-08-20T07:52:51	1464-Letter_to_Mr_Minoo_Masani_23-07-1974	metadata.a	ok cred=0.28
2026-08-20T07:52:54	1466-Letter_to_SV_Raju_15-07-1974	metadata.a	ok cred=0.28
2026-08-20T07:52:58	1459-letter_from_VP_Bhatia_25-07-1974	summary	UNPARSEABLE
2026-08-20T07:53:07	1461-Registration_Reciept_26-03-1974	summary	UNPARSEABLE
2026-08-20T07:53:09	1467-Letter_from_Madhu_Mehta_13-07-1974	metadata.a	ok cred=0.29
2026-08-20T07:53:13	1469-Telegram_to_S_V_Raju	metadata.a	ok cred=0.22
2026-08-20T07:53:17	1462-Magistrate_Order_14-08-1974	summary	ok cred=0.28
2026-08-20T07:53:18	1479-Letter_from_SV_Raju_28-06-1974	metadata.a	ok cred=0.28
2026-08-20T07:53:19	1466-Letter_to_SV_Raju_15-07-1974	summary	ok cred=0.27
2026-08-20T07:53:21	1474-Telegram_from_Mr_Minoo_Masani	metadata.a	ok cred=0.29
