file	archive_id	date	year	date_flag	direction	correspondent_verbatim	thinker_id	resolution	genre	work_type_suggest
1684-Letter_to_Mr_A_D_Shroff_15-10-1959.pdf	1684	1959-10-15	1959		to	A D Shroff	a-d-shroff	resolved	letter	letter
1685-Letter_to_Mr_Homi_Modi_14-10-1959.pdf	1685	1959-10-14	1959		to	Homi Modi		unresolved	letter	letter
1686-Letter_to_Mr_Homi_Modi.pdf	1686				to	Homi Modi		unresolved	letter	letter
1687-Letter_to_Mr_Homi_Modi.pdf	1687				to	Homi Modi		unresolved	letter	letter
1688-Swatanrtra_Party_Statement_of_Remittances_10-10-1959.pdf	1688	1959-10-10	1959						press_note	press_note
1689-Letter_to_Chimanlal_B_Parikh_12-10-1959.pdf	1689	1959-10-12	1959		to	Chimanlal B Parikh		unresolved	letter	letter
169-A_Monstrosity_In_The_Making-World_Trade.pdf	169									
1690-Swatantra_Party_Minutes_of_Meeting_09-10-1959.pdf	1690	1959-10-09	1959						minutes	minutes
1691-Letter_to_Raja_Bahadur_Singh_07-10-1959.pdf	1691	1959-10-07	1959		to	Bahadur Singh		unresolved	letter	letter
1692-Letter_to_Mr_R_Agni_Bhoj_07-10-1959.pdf	1692	1959-10-07	1959		to	R Agni Bhoj		unresolved	letter	letter
1693-Letter_to_Mr_Kalayan_Singh_06-10-1959.pdf	1693	1959-10-06	1959		to	Kalayan Singh		unresolved	letter	letter
1694-Letter_to_Mr_Ranbir_Singh_Jain_05-10-1959.pdf	1694	1959-10-05	1959		to	Ranbir Singh Jain		unresolved	letter	letter
1695-Letter_to_Mr_Homi_Modi_03-10-1959.pdf	1695	1959-10-03	1959		to	Homi Modi		unresolved	letter	letter
1696-Letter_to_General_Nathu_Singh_01-10-1959.pdf	1696	1959-10-01	1959		to	General Nathu Singh		unresolved	letter	letter
1697-Letter_to_Mr_Homi_Modi_29-09-1959.pdf	1697	1959-09-29	1959		to	Homi Modi		unresolved	letter	letter
1698-Letter_to_Mr_H_P_Modi_29-09-1959.pdf	1698	1959-09-29	1959		to	H P Modi		unresolved	letter	letter
1699-Letter_to_Mr_C_Rajagopalachari_29-09-1959.pdf	1699	1959-09-29	1959		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
17-Letter_to_Mr_Minoo_Masani_16-03-1971.pdf	17	1971-03-16	1971		to	Minoo Masani	minoo-masani	resolved	letter	letter
170-The_Outlook_for_Party_Ploitics_in_India.pdf	170									
1700-Letter_to_Mr_Lynn_28-09-1959.pdf	1700	1959-09-28	1959		to	Lynn		unresolved	letter	letter
1701-Letter_to_A_P_28-09-1959.pdf	1701	1959-09-28	1959		to	A P		unresolved	letter	letter
1702-Letter_to_Mr_S_Y_Krishnaswamy_27-09-1959.pdf	1702	1959-09-27	1959		to	S Y Krishnaswamy		unresolved	letter	letter
1703-Letter_to_Mr_Homi_Modi_26-09-1959.pdf	1703	1959-09-26	1959		to	Homi Modi		unresolved	letter	letter
1704-Letter_to_Mr_Homi_Modi_26-09-1959.pdf	1704	1959-09-26	1959		to	Homi Modi		unresolved	letter	letter
1705-Letter_to_Mr_K_N_Munshi_25-09-1959.pdf	1705	1959-09-25	1959		to	K N Munshi		unresolved	letter	letter
1706-Letter_to_Mr_H_P_Modi_23-09-1959.pdf	1706	1959-09-23	1959		to	H P Modi		unresolved	letter	letter
1707-Letter_to_Mr_J_F_Jehangir_23-09-1959.pdf	1707	1959-09-23	1959		to	J F Jehangir		unresolved	letter	letter
1708-Swatantra_Party_Minutes_of_Meeting_24-09-1959.pdf	1708	1959-09-24	1959						minutes	minutes
1709-Letter_to_Mr_S_Y_Krishnaswamy_23-09-1959.pdf	1709	1959-09-23	1959		to	S Y Krishnaswamy		unresolved	letter	letter
171-The_Review_of_Road_Transport_in_India_28-10-1968.pdf	171	1968-10-28	1968							
1710-Letter_to_Mr_Homi_Modi_21-09-1959.pdf	1710	1959-09-21	1959		to	Homi Modi		unresolved	letter	letter
1711-Letter_to_Mr_Homi_Modi_21-09-1959.pdf	1711	1959-09-21	1959		to	Homi Modi		unresolved	letter	letter
1712-Letter_to_Mr_N_C_Zamindar_14-09-1959.pdf	1712	1959-09-14	1959		to	N C Zamindar		unresolved	letter	letter
1713-Letter_to_Mr_Homi_Modi_13-09-1959.pdf	1713	1959-09-13	1959		to	Homi Modi		unresolved	letter	letter
1714-Letter_to_Mr_Homi_Modi_10-09-1959.pdf	1714	1959-09-10	1959		to	Homi Modi		unresolved	letter	letter
1715-Letter_to_Mr_Homi_Modi_08-09-1959.pdf	1715	1959-09-08	1959		to	Homi Modi		unresolved	letter	letter
1716-Letter_to_Mr_C_Rajagopalachari_07-09-1959.pdf	1716	1959-09-07	1959		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
1717-Letter_to_Mr_Homi_Modi_14-08-1959.pdf	1717	1959-08-14	1959		to	Homi Modi		unresolved	letter	letter
1718-Letter_to_Mr_C_Rajagopalachari_09-08-1959.pdf	1718	1959-08-09	1959		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
1719-Letter_to_Mr_Homi_Modi_09-08-1959.pdf	1719	1959-08-09	1959		to	Homi Modi		unresolved	letter	letter
172-The_Review_of_Road_Transport_in_India.pdf	172									
1720-Letter_to_Mr_Homi_Modi_10-08-1959.pdf	1720	1959-08-10	1959		to	Homi Modi		unresolved	letter	letter
1721-Letter_to_General_Nathu_Singh_08-09-1959.pdf	1721	1959-09-08	1959		to	General Nathu Singh		unresolved	letter	letter
1722-Letter_to_Mr_Homi_Modi_27-08-1959.pdf	1722	1959-08-27	1959		to	Homi Modi		unresolved	letter	letter
1723-Letter_to_Mr_S_Y_Krishnaswamy_08-09-1959.pdf	1723	1959-09-08	1959		to	S Y Krishnaswamy		unresolved	letter	letter
1724-Letter_To_Mr_Minoo_Masani_03-09-1959.pdf	1724	1959-09-03	1959		to	Minoo Masani	minoo-masani	resolved	letter	letter
1725-Letter_to_Mr_Homi_Modi_01-09-1959.pdf	1725	1959-09-01	1959		to	Homi Modi		unresolved	letter	letter
1726-Letter_to_Mr_S_Y_Krishnaswamy_28-08-1959.pdf	1726	1959-08-28	1959		to	S Y Krishnaswamy		unresolved	letter	letter
1727-Letter_To_Mr_Minoo_Masani_29-08-1959.pdf	1727	1959-08-29	1959		to	Minoo Masani	minoo-masani	resolved	letter	letter
1728-Letter_to_Mr_Homi_Modi_28-08-1959.pdf	1728	1959-08-28	1959		to	Homi Modi		unresolved	letter	letter
1729-Letter_to_Mr_Homi_Modi_06-09-1959.pdf	1729	1959-09-06	1959		to	Homi Modi		unresolved	letter	letter
173-Last_Hope_or_Lost_Hope-Swatantra_Sonvenir.pdf	173									
1730-Letter_From_Mr_Raghavendra_Pratap_Singh_02-09-1959.pdf	1730	1959-09-02	1959		from	Raghavendra Pratap Singh		unresolved	letter	letter
1731-Letter_to_Mr_Hukum_Singh_04-09-1959.pdf	1731	1959-09-04	1959		to	Hukum Singh		unresolved	letter	letter
1732-Letter_to_Mr_Homi_Modi_31-08-1959.pdf	1732	1959-08-31	1959		to	Homi Modi		unresolved	letter	letter
1733-Swatantra_Party_Minutes_of_Meeting_21-08-1959.pdf	1733	1959-08-21	1959						minutes	minutes
1734-Swatantra_Party_Notice_For_Meeting_31-08-1959.pdf	1734	1959-08-31	1959						circular	circular
1735-Letter_to_Mr_Homi_Modi_05-09-1959.pdf	1735	1959-09-05	1959		to	Homi Modi		unresolved	letter	letter
1736-Letter_to_Sirdar_P_S_Sodhbans_04-08-1959.pdf	1736	1959-08-04	1959		to	Sirdar P S Sodhbans		unresolved	letter	letter
1737-Letter_to_Mr_Homi_Modi_30-07-1959.pdf	1737	1959-07-30	1959		to	Homi Modi		unresolved	letter	letter
1738-Letter_to_Mr_Homi_Modi_21-07-1959.pdf	1738	1959-07-21	1959		to	Homi Modi		unresolved	letter	letter
1739-Letter_From_Sirdar_P_S_Sodhbans_01-07-1959.pdf	1739	1959-07-01	1959		from	Sirdar P S Sodhbans		unresolved	letter	letter
174-Letter_to_Mr_S_V_Raju_19-09-1968.pdf	174	1968-09-19	1968		to	S V Raju	s-v-raju	resolved	letter	letter
1740-Letter_to_Mr_C_Rajagopalachari_19-06-1959.pdf	1740	1959-06-19	1959		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
1741-International_Whos_Who.pdf	1741									
1742-Some_Extracts_From_Transcript_Of_Prime_Ministers_Press_Conference_07-08-1959.pdf	1742	1959-08-07	1959						press_note	press_note
1743-Letter_to_Mr_Raghavendra_Pratap_Singh_22-09-1959.pdf	1743	1959-09-22	1959		to	Raghavendra Pratap Singh		unresolved	letter	letter
1744-Letter_to_Mr_Homi_Modi_09-08-1959.pdf	1744	1959-08-09	1959		to	Homi Modi		unresolved	letter	letter
1745-Proceeeding_Of_The_Organising_Committee_Of_Swatantra_Party_22-08-1959.pdf	1745	1959-08-22	1959							
1746-Swatantra_Party_Receipts_&_Payments_01-06-1959_to_22-09-1959.pdf	1746	1959-06-01	1959							
1747-Swatantra_Party_Minutes_of_Meeting_03-09-1959.pdf	1747	1959-09-03	1959						minutes	minutes
1748-Letter_to_Mr_Homi_Modi_10-09-1959.pdf	1748	1959-09-10	1959		to	Homi Modi		unresolved	letter	letter
1749-The_Constitution_Committee_23-08-1959.pdf	1749	1959-08-23	1959							
175-Publication_for_Last_Hope_or_Lost_Hope.pdf	175									
1750-Proceeeding_Of_An_Informal_Meeting_06-08-1959.pdf	1750	1959-08-06	1959							
1751-Letter_to_N_G_Ranga_09-08-1959.pdf	1751	1959-08-09	1959		to	N G Ranga		unresolved	letter	letter
1752-Swatantra_Party_Statement_Of_Financial_Position_08-08-1959.pdf	1752	1959-08-08	1959						press_note	press_note
1753-Revised_Statement_Of_Principles.pdf	1753								manifesto	occasional_paper
1754-Letter_to_Mr_Homi_Modi_15-08-1959.pdf	1754	1959-08-15	1959		to	Homi Modi		unresolved	letter	letter
1755-Letter_to_Mr_N_C_Zamindar_12-08-1959.pdf	1755	1959-08-12	1959		to	N C Zamindar		unresolved	letter	letter
1756-Letter_to_Mr_Homi_Modi_07-08-1959.pdf	1756	1959-08-07	1959		to	Homi Modi		unresolved	letter	letter
1757-Letter_From_Mr_C_V_Ramanatha_06-08-1959.pdf	1757	1959-08-06	1959		from	C V Ramanatha		unresolved	letter	letter
1758-Letter_to_Mr_C_V_Ramanatha_30-05-1959.pdf	1758	1959-05-30	1959		to	C V Ramanatha		unresolved	letter	letter
1759-Liberty_Of_The_Indivisual.pdf	1759									
176-Publication_for_Last_Hope_or_Lost_Hope.pdf	176									
1760-Letter_to_Mr_N_C_Zamindar_24-08-1959.pdf	1760	1959-08-24	1959		to	N C Zamindar		unresolved	letter	letter
1761-Letter_to_Mr_S_Y_Krishnaswamy_24-08-1959.pdf	1761	1959-08-24	1959		to	S Y Krishnaswamy		unresolved	letter	letter
1762-Letter_to_Mr_Homi_Modi_24-08-1959.pdf	1762	1959-08-24	1959		to	Homi Modi		unresolved	letter	letter
1763-Letter_to_N_G_Ranga.pdf	1763				to	N G Ranga		unresolved	letter	letter
1764-Letter_to_Mr_C_Rajagopalachari_14-08-1959.pdf	1764	1959-08-14	1959		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
1765-Swatantra_Party_Agenda_For_Meeting_22-08-1959.pdf	1765	1959-08-22	1959						agenda	circular
1766-Letter_to_Major_S_R_Bamji_21-08-1959.pdf	1766	1959-08-21	1959		to	Major S R Bamji		unresolved	letter	letter
1767-Letter_to_Mr_Ruttonchund_Master_21-08-1959.pdf	1767	1959-08-21	1959		to	Ruttonchund Master		unresolved	letter	letter
1768-Letter_to_Mr_Homi_Modi_19-08-1959.pdf	1768	1959-08-19	1959		to	Homi Modi		unresolved	letter	letter
1769-Letter_to_Mr_Homi_Modi_15-08-1959.pdf	1769	1959-08-15	1959		to	Homi Modi		unresolved	letter	letter
177-Publication_for_Last_Hope_or_Lost_Hope.pdf	177									
1770-Letter_to_Mr_Homi_Modi_07-08-1959.pdf	1770	1959-08-07	1959		to	Homi Modi		unresolved	letter	letter
1771-Letter_to_Mr_Homi_Modi_02-08-1959.pdf	1771	1959-08-02	1959		to	Homi Modi		unresolved	letter	letter
1772-Letter_to_Mr_Homi_Modi_03-08-1959.pdf	1772	1959-08-03	1959		to	Homi Modi		unresolved	letter	letter
1773-Letter_to_Mr_Homi_Modi_14-07-1959.pdf	1773	1959-07-14	1959		to	Homi Modi		unresolved	letter	letter
1774-Letter_to_Mr_Homi_Modi_16-07-1959.pdf	1774	1959-07-16	1959		to	Homi Modi		unresolved	letter	letter
1775-Letter_to_Mr_Homi_Modi_22-07-1959.pdf	1775	1959-07-22	1959		to	Homi Modi		unresolved	letter	letter
1776-Letter_to_Mr_Homi_Modi_27-07-1959.pdf	1776	1959-07-27	1959		to	Homi Modi		unresolved	letter	letter
1777-Letter_to_Mr_Homi_Modi_09-07-1959.pdf	1777	1959-07-09	1959		to	Homi Modi		unresolved	letter	letter
1778-Letter_to_Raja_Hutheesing_20-08-1959.pdf	1778	1959-08-20	1959		to	Hutheesing		unresolved	letter	letter
1779-Letter_to_Mr_B_B_Kapasi_20-08-1959.pdf	1779	1959-08-20	1959		to	B B Kapasi		unresolved	letter	letter
178-Business_Vs_Bureaucracy_By_Mr_Masani.pdf	178									
1780-Letter_to_R_V_Murthy_20-08-1959.pdf	1780	1959-08-20	1959		to	R V Murthy		unresolved	letter	letter
1781-Letter_to_Mr_Homi_Modi_16-08-1959.pdf	1781	1959-08-16	1959		to	Homi Modi		unresolved	letter	letter
1782-Commerce_An_Unbecoming_Reply_15-08-1959.pdf	1782	1959-08-15	1959							
1783-Commerce_Fresh_Hope_For_Democracy_In_India_08-08-1959.pdf	1783	1959-08-08	1959							
1784-Letter_to_Mr_B_N_Anantani_19-08-1959.pdf	1784	1959-08-19	1959		to	B N Anantani		unresolved	letter	letter
1785-Re-Dedication_15-08-1959.pdf	1785	1959-08-15	1959							
1786-Swatantra_Party_Notice_For_Meeting_13-08-1959.pdf	1786	1959-08-13	1959						circular	circular
1787-Swatantra_Party_Minutes_of_Meeting_12-08-1959.pdf	1787	1959-08-12	1959						minutes	minutes
1788-Letter_to_D_N_D_Khandalavala_19-08-1959.pdf	1788	1959-08-19	1959		to	D N D Khandalavala		unresolved	letter	letter
1789-Letter_to_Mr_Homi_Modi_13-08-1959.pdf	1789	1959-08-13	1959		to	Homi Modi		unresolved	letter	letter
179-Discussion_with_the_Monopolies_Commissions.pdf	179									
1790-Letter_to_Mr_S_Y_Krishnaswamy_08-08-1959.pdf	1790	1959-08-08	1959		to	S Y Krishnaswamy		unresolved	letter	letter
1791-Letter_to_Mrs_Lynn_06-08-1959.pdf	1791	1959-08-06	1959		to	Lynn		unresolved	letter	letter
1792-Letter_to_Mr_Homi_Modi_04-08-1959.pdf	1792	1959-08-04	1959		to	Homi Modi		unresolved	letter	letter
1793-Letter_From_Mr_S_Y_Krishnaswamy_04-08-1959.pdf	1793	1959-08-04	1959		from	S Y Krishnaswamy		unresolved	letter	letter
1794-Swatantra_Party_Minutes_of_Meeting_24-09-1959.pdf	1794	1959-09-24	1959						minutes	minutes
1795-Swatantra_Party_List_Of_Member_Of_The_Central_Organising_Committee.pdf	1795									
1796-Letter_to_Isaac_Mathai_06-08-1959.pdf	1796	1959-08-06	1959		to	Isaac Mathai		unresolved	letter	letter
1797-Letter_to_Mr_Homi_Modi_03-08-1959.pdf	1797	1959-08-03	1959		to	Homi Modi		unresolved	letter	letter
1798-India_Is_Greater_Than_Hindi.pdf	1798									
1799-Swatantra_Party_Notice_For_Meeting_05-08-1959.pdf	1799	1959-08-05	1959						circular	circular
18-Letter_to_Mr_Ramchandra_M_Barot_29-03-1971.pdf	18	1971-03-29	1971		to	Ramchandra M Barot		unresolved	letter	letter
180-Monopolies_and_Restrietive_Trade_Discussion_On_Parliament_03-08-1968.pdf	180	1968-08-03	1968							
1800-Swatantra_Party_Minutes_of_Meeting_02-08-1959.pdf	1800	1959-08-02	1959						minutes	minutes
1801-Swatantra_Party_Notice_29-07-1959.pdf	1801	1959-07-29	1959						circular	circular
1802-Swatantra_Party_Notice_28-07-1959.pdf	1802	1959-07-28	1959						circular	circular
1803-Letter_to_HP_Mody_30-07-1959.pdf	1803	1959-07-30	1959		to	HP Mody		unresolved	letter	letter
1804-Letter_from_HP_Mody_30-07-1959.pdf	1804	1959-07-30	1959		from	HP Mody		unresolved	letter	letter
1805-Letter_to_HP_Mody_28-07-1959.pdf	1805	1959-07-28	1959		to	HP Mody		unresolved	letter	letter
1807-Letter_to_HP_Mody_23-07-1959.pdf	1807	1959-07-23	1959		to	HP Mody		unresolved	letter	letter
1808-Letter_from_Piloo_Mody_20-07-1959.pdf	1808	1959-07-20	1959		from	Piloo Mody	piloo-mody	resolved	letter	letter
1809-Letter_to_T_Sadasivam_22-07-1959.pdf	1809	1959-07-22	1959		to	T Sadasivam		unresolved	letter	letter
181-Accelerating_Economic_Development_With_Political_Stability_26-12-1968.pdf	181	1968-12-26	1968							
1810-Letter_to_HP_Mody_30-06-1959.pdf	1810	1959-06-30	1959		to	HP Mody		unresolved	letter	letter
1811-The_Kerala_Satyagraha-Swarajya_20-06-1959.pdf	1811	1959-06-20	1959							
1812-Letter_to_BB_Kapashi_22-07-1959.pdf	1812	1959-07-22	1959		to	BB Kapashi		unresolved	letter	letter
1813-Letter_to_Secretary-Indian_Exporter_&_Importer_22-07-1959.pdf	1813	1959-07-22	1959		to	Secretary-Indian Exporter & Importer		not_a_person	letter	letter
1814-Letter_to_HP_Mody_08-07-1959.pdf	1814	1959-07-08	1959		to	HP Mody		unresolved	letter	letter
1815-The_New_political_Party-The_Indian_Exporter_&_Importer_June-1959.pdf	1815	1959-06	1959							
1816-Letter_from_R_Hateria_29-06-1959.pdf	1816	1959-06-29	1959		from	R Hateria		unresolved	letter	letter
1817-Letter_to_YD_Tyagi_22-07-1959.pdf	1817	1959-07-22	1959		to	YD Tyagi		unresolved	letter	letter
1818-Letter_to_HP_Mody_14-07-1959.pdf	1818	1959-07-14	1959		to	HP Mody		unresolved	letter	letter
1819-Letter_to_HH_Maharawal_16-07-1959.pdf	1819	1959-07-16	1959		to	HH Maharawal		unresolved	letter	letter
182-Co-relation_Between_Economic_Development_and_Political_Stability_26-12-1968.pdf	182	1968-12-26	1968							
1820-Letter_to_HP_Mody_13-07-1959.pdf	1820	1959-07-13	1959		to	HP Mody		unresolved	letter	letter
1821-Letter_to_HP_Mody_08-07-1959.pdf	1821	1959-07-08	1959		to	HP Mody		unresolved	letter	letter
1822-Prime_Ministers_Press_Conference_07-07-1959.pdf	1822	1959-07-07	1959						press_note	press_note
1823-Letter_to_Rasiklal_Jani_22-07-1959.pdf	1823	1959-07-22	1959		to	Rasiklal Jani		unresolved	letter	letter
1824-Letter_to_TN_Bhargava_20-07-1959.pdf	1824	1959-07-20	1959		to	TN Bhargava		unresolved	letter	letter
1825-Letter_from_RV_Murthy_14-07-1959.pdf	1825	1959-07-14	1959		from	RV Murthy		unresolved	letter	letter
1826-Letter_from_TN_Bhargava_10-07-1959.pdf	1826	1959-07-10	1959		from	TN Bhargava		unresolved	letter	letter
1827-Organising_Committee_for_Greater_Bombay-Swatantra_Party_14-07-1959.pdf	1827	1959-07-14	1959							
1828-Letter_from_R_Hateria_09-07-1959.pdf	1828	1959-07-09	1959		from	R Hateria		unresolved	letter	letter
1829-Speech_by_HP_Mody_06-07-1959.pdf	1829	1959-07-06	1959						speech	speech
183-Co-relation_Between_Economic_Development_and_Political_Stability.pdf	183									
1830-Letter_to_HP_Mody_29-06-1959.pdf	1830	1959-06-29	1959		to	HP Mody		unresolved	letter	letter
1831-Swatantra_Party_Letter_22-06-1959.pdf	1831	1959-06-22	1959						letter	letter
1832-Letter_to_HP_Mody_19-06-1959.pdf	1832	1959-06-19	1959		to	HP Mody		unresolved	letter	letter
1833-Letter_to_TM_Mathew_15-06-1959.pdf	1833	1959-06-15	1959		to	TM Mathew		unresolved	letter	letter
1834-Letter_to_HP_Mody_17-06-1959.pdf	1834	1959-06-17	1959		to	HP Mody		unresolved	letter	letter
1835-Letter_to_HP_Mody_11-06-1959.pdf	1835	1959-06-11	1959		to	HP Mody		unresolved	letter	letter
1836-Letter_from_NH_Mapara_10-06-1959.pdf	1836	1959-06-10	1959		from	NH Mapara		unresolved	letter	letter
1837-For_Study_&_Information_12-06-1959.pdf	1837	1959-06-12	1959							
1838-The_AICC_Planning_Seminar_17-06-1959.pdf	1838	1959-06-17	1959							
1839-Swatantra_Party_Rajasthan_Constituency.pdf	1839									
184-Co-relation_Between_Economic_Development_and_Political_Stability.pdf	184									
1840-Swatantra_Party_West_Bengal_Constituency.pdf	1840									
1841-Swatantra_Party_Andhra_Constituency.pdf	1841									
1842-Swatantra_Party_Mysore_Constituency.pdf	1842									
1843-Swatantra_Party_Madhya_Pradesh_Constituency.pdf	1843									
1844-Swatantra_Party_Kerala_Constituency.pdf	1844									
1845-Swatantra_Party_Bombay_Constituency.pdf	1845									
1846-Swatantra_Party_Bihar_Constituency.pdf	1846									
1847-Swatantra_Party_Assam_Constituency.pdf	1847									
1848-Swatantra_Party_Orissa_Constituency.pdf	1848									
1849-Swatantra_Party_Punjab_Constituency.pdf	1849									
185-The_New_Liberalism_in_India.pdf	185									
1850-Swatantra_Party_Madras_Constituency.pdf	1850									
1851-Swatantra_Party_Delhi_Constituency.pdf	1851									
1852-Swatantra_Party_Uttar_Pradesh_Constituency.pdf	1852									
1853-Swatantra_Party_Uttar_Pradesh_Constituency.pdf	1853									
1854-Swatantra_Party_Souvenir_1960.pdf	1854	1960	1960						souvenir	edited_volume
1855-The_Constitution_Twenty_Five_Years_Later.pdf	1855									
1856-Swatantra_Party-Preparatory_Convention_August-1959.pdf	1856	1959-08	1959						souvenir	edited_volume
1857-Letter_from_GV_Pant_28-11-1959.pdf	1857	1959-11-28	1959		from	GV Pant		unresolved	letter	letter
1858-Letter_from_MS_Sundaresan_23-11-1965.pdf	1858	1965-11-23	1965		from	Sundaresan		unresolved	letter	letter
1859-Seventh_Meeting_of_the_Jawaharlal_Nehru_Portrait_Parliamentary_Committee_18-11-1965.pdf	1859	1965-11-18	1965							
186-Democrats_Must_Unite-The_Realist_Annual.pdf	186									
1860-Letter_to_Dahyabhai_V_Patel_23-11-1965.pdf	1860	1965-11-23	1965		to	Dahyabhai V Patel		unresolved	letter	letter
1861-Minutes_of_Meeting-Swatantra_Party_22-11-1965.pdf	1861	1965-11-22	1965						minutes	minutes
1862-Letter_to_Lal_bahadur_Shstri_21-11-1965.pdf	1862	1965-11-21	1965		to	Lal bahadur Shstri		unresolved	letter	letter
1863-Letter_to_Hukum_Singh_21-11-1965.pdf	1863	1965-11-21	1965		to	Hukum Singh		unresolved	letter	letter
1864-Letter_to_Mr_Minoo_Masani_19-11-1965.pdf	1864	1965-11-19	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
1865-Letter_to_Mr_Minoo_Masani_17-11-1965.pdf	1865	1965-11-17	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
1866-Letter_to_MS_Sundaresan_17-11-1965.pdf	1866	1965-11-17	1965		to	Sundaresan		unresolved	letter	letter
1867-Letter_to_Mr_Minoo_Masani_16-11-1965.pdf	1867	1965-11-16	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
1868-Letter_to_Mr_Minoo_Masani_17-08-1965.pdf	1868	1965-08-17	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
1869-Letter_to_N_Raghavan_Pillai_09-08-1965.pdf	1869	1965-08-09	1965		to	N Raghavan Pillai		unresolved	letter	letter
187-JP-The_Man_By_Monoo_Masani.pdf	187									
1870-Letter_to_Mr_Minoo_Masani_21-07-1965.pdf	1870	1965-07-21	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
1871-Seventh_Meeting_of_the_Jawaharlal_Nehru_Portrait_Parliamentary_Committee_16-11-1965.pdf	1871	1965-11-16	1965							
1872-Letter_to_The_Members_of_the_Central_Committee_Swatantra_Party_15-11-1965.pdf	1872	1965-11-15	1965		to	The Members of the Central Committee Swatantra Party		not_a_person	letter	letter
1873-Letter_from_Mr_Minoo_Masani.pdf	1873				from	Minoo Masani	minoo-masani	resolved	letter	letter
1874-Letter_to_Mr_Minoo_Masani_08-11-1965.pdf	1874	1965-11-08	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
1875-Letter_from_KN_Krishnan_01-11-1965.pdf	1875	1965-11-01	1965		from	KN Krishnan		unresolved	letter	letter
1876-Letter_from_Mr_Minoo_Masani_08-11-1965.pdf	1876	1965-11-08	1965		from	Minoo Masani	minoo-masani	resolved	letter	letter
1877-Letter_to_Mr_Minoo_Masani_31-10-1965.pdf	1877	1965-10-31	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
1878-Letter_from_Mr_Minoo_Masani_16-09-1965.pdf	1878	1965-09-16	1965		from	Minoo Masani	minoo-masani	resolved	letter	letter
1879-Swatantra_Party_Circular_03-09-1965.pdf	1879	1965-09-03	1965						circular	circular
188-Warning_Against_Anthoritarion_Backlash.pdf	188									
1880-Letter_to_Mr_Minoo_Masani_04-09-1965.pdf	1880	1965-09-04	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
1881-Letter_from_Mr_Minoo_Masani_01-09-1965.pdf	1881	1965-09-01	1965		from	Minoo Masani	minoo-masani	resolved	letter	letter
1882-Swatantra_Party_Notice_24-08-1965.pdf	1882	1965-08-24	1965						circular	circular
1883-Telegram_to_Mr_Minoo_Masani.pdf	1883				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
1884-Letter_to_Mr_Minoo_Masani_18-08-1965.pdf	1884	1965-08-18	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
1885-Swatantra_Party_Notice_19-08-1965.pdf	1885	1965-08-19	1965						circular	circular
1886-Letter_from_Satyanarayan_Sinha_14-08-1965.pdf	1886	1965-08-14	1965		from	Satyanarayan Sinha		unresolved	letter	letter
1887-Letter_from_Mr_Minoo_Masani_12-08-1965.pdf	1887	1965-08-12	1965		from	Minoo Masani	minoo-masani	resolved	letter	letter
1888-Lok_Sabha_Summons_05-06-1965.pdf	1888	1965-06-05	1965							
1889-Letter_to_Mr_Minoo_Masani_10-08-1965.pdf	1889	1965-08-10	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
189-How_The_People_Really_Voted-Indian_Express_01-06-1977.pdf	189	1977-06-01	1977						press_note	press_note
1890-Letter_from_Mr_Minoo_Masani_09-08-1965.pdf	1890	1965-08-09	1965		from	Minoo Masani	minoo-masani	resolved	letter	letter
1891-Letter_from_Mr_Minoo_Masani_05-08-1965.pdf	1891	1965-08-05	1965		from	Minoo Masani	minoo-masani	resolved	letter	letter
1892-Letter_to_Mr_Minoo_Masani_05-08-1965.pdf	1892	1965-08-05	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
1893-Letter_to_AP_Jain_05-08-1965.pdf	1893	1965-08-05	1965		to	AP Jain		unresolved	letter	letter
1894-Telegram_from_Mr_Minoo_Masani.pdf	1894				from	Minoo Masani	minoo-masani	resolved	telegram	telegram
1895-Letter_to_AP_Jain_04-05-1965.pdf	1895	1965-05-04	1965		to	AP Jain		unresolved	letter	letter
1896-Lok_Sabha_Bulletin-Part_II_21-07-1965.pdf	1896	1965-07-21	1965						bulletin	periodical_issue
1897-Letter_to_Secretary-Lok_Sabha.pdf	1897				to	Secretary-Lok Sabha		not_a_person	letter	letter
1898-Letter_to_Mr_Minoo_Masani_03-08-1965.pdf	1898	1965-08-03	1965		to	Minoo Masani	minoo-masani	resolved	letter	letter
1899-Telegram_to_Mr_Minoo_Masani.pdf	1899				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
