file	archive_id	date	year	date_flag	direction	correspondent_verbatim	thinker_id	resolution	genre	work_type_suggest
5815-Question_hour-The_Economic_Times_Calcutta_24-03-1992.pdf	5815	1992-03-24	1992							
5816-Privilege_Motion_against_Minoo_Masani_20-03-1992.pdf	5816	1992-03-20	1992							
5817-Letter_to_Mr_Minoo_Masani_18-03-1992.pdf	5817	1992-03-18	1992		to	Minoo Masani	minoo-masani	resolved	letter	letter
5818-Parliamentary_Notice_Office_15-03-1992.pdf	5818	1992-03-15	1992						circular	circular
5819-Letter_from_Mr_Minoo_Masani_13-04-1992.pdf	5819	1992-04-13	1992		from	Minoo Masani	minoo-masani	resolved	letter	letter
582-Problem_of_Nationalism_and_Resonal_Security_in_South_and_South_East_Asia-Quest.pdf	582									
5820-Letter_to_S_C_Rastogi_11-04-1992.pdf	5820	1992-04-11	1992		to	S C Rastogi		unresolved	letter	letter
5821-Letter_to_Mr_Roy_16-04-1992.pdf	5821	1992-04-16	1992		to	Roy		unresolved	letter	letter
5822-Letter_to_D_N_Patodia_11-05-1992.pdf	5822	1992-05-11	1992		to	D N Patodia		unresolved	letter	letter
5823-Unruly_Mps-The_Indian_Express_15-04-1992.pdf	5823	1992-04-15	1992						press_note	press_note
5824-Letter_to_Mr_Minoo_Masani_20-04-1992.pdf	5824	1992-04-20	1992		to	Minoo Masani	minoo-masani	resolved	letter	letter
5825-Letter_to_Mr_Roy_16-04-1992.pdf	5825	1992-04-16	1992		to	Roy		unresolved	letter	letter
5826-Truth_as_Evidence-The_Times_of_India_09-04-1992.pdf	5826	1992-04-09	1992							
5827-As_I_See_it-The_Statesmen_15-03-1992.pdf	5827	1992-03-15	1992							
5828-Excecutive_Committee_Meeting-Emergency_Diary.pdf	5828									
5829-Mr_Minoo_Masani_speech_discussion_on_detention_bill_17-12-1963.pdf	5829	1963-12-17	1963						speech	speech
583-Problem_of_Resonal_Security_in_South_and_South_East_Asia-Current_Affairs.pdf	583									
5830-Mr_Minoo_Masani_speech_discussion_on_comp_anies_bill_16-11-1960.pdf	5830	1960-11-16	1960						speech	speech
5831-Mr_Minoo_Masani_speech_on_the_subject_of_Nationalised_and_Spurious_Textbook_in_the_Lok_Sabha_11-03-1964.pdf	5831	1964-03-11	1964						speech	speech
5832-Mr_Minoo_Masani_speech_on_the_third_five_year_plan_in_the_Lok_Sabha_24-08-1960.pdf	5832	1960-08-24	1960						speech	speech
5833-Mr_Minoo_Masani_speech_on_the_motion_of_no_confidence_in_the_lok_sabha_28-07-1970.pdf	5833	1970-07-28	1970						speech	speech
5834-Mr_Minoo_Masani_speech_in_the_course_of_disscussion_on_companies_22-04-1964.pdf	5834	1964-04-22	1964						speech	speech
5835-Extracts_from_the_speech_of_Mr_Minoo_Masani_while_moving_amendments_to_the_finance_bill_21-04-1964.pdf	5835	1964-04-21	1964						speech	speech
5836-Extracts_from_Mr_Minoo_Masani_speech_in_the_Lok_Sabha_19-04-1964.pdf	5836	1964-04-19	1964						speech	speech
5837-Extracts_from_Mr_Minoo_Masani_speech_in_the_Lok_Sabha_on_the_Finance_Bill_17-04-1964.pdf	5837	1964-04-17	1964						speech	speech
5838-Extracts_from_Mr_Minoo_Masani_speech_on_the_demand_for_grant_for_the_ministry_16-04-1964.pdf	5838	1964-04-16	1964						speech	speech
5839-The_Indian_Road_and_Transport_Development_Association_Ltd_16-04-1964.pdf	5839	1964-04-16	1964							
584-The_Gamblers_Last_Throw-The_White_Star_July-1965.pdf	584	1965-07	1965							
5840-Extracts_from_the_speech_of_Mr_J_hathi_in_the_Lok_Sabha_15-04-1964.pdf	5840	1964-04-15	1964						speech	speech
5841-Mr_Minoo_Masani_speech_disscussion_on_demands_for_grant_of_the_home_minister_in_the_Lok_Sabha_14-04-1964.pdf	5841	1964-04-14	1964						speech	speech
5842-Mr_Minoo_Masani_speech_discussion_on_the_denands_for_grants_in_the_Lok_Sabha_23-03-1964.pdf	5842	1964-03-23	1964						speech	speech
5843-Extracts_from_the_speech_of_Mr_Raj_Bahadur_in_Lok_Sabha_24-04-1964.pdf	5843	1964-04-24	1964						speech	speech
5844-Mr_Minoo_Masani_speech_for_grant_of_information_and_broadcasting_in_the_Lok_Sabha_17-03-1964.pdf	5844	1964-03-17	1964						speech	speech
5845-Extracts_from_the_speech_by_Satnaryan_Sinha_18-03-1964.pdf	5845	1964-03-18	1964						speech	speech
5846-Extracts_from_the_speech_of_M_C_Chagla_in_the_Lok_Sabha_12-03-1964.pdf	5846	1964-03-12	1964						speech	speech
5847-Mr_Minoo_Masani_speech_disscussion_on_the_budget_in_the_Lok_Sabha_03-03-1964.pdf	5847	1964-03-03	1964						speech	speech
5848-Speech_of_Mr_Minoo_Masani_in_the_Lok_Sabha_27-02-1964.pdf	5848	1964-02-27	1964						speech	speech
5849-Mr_Minoo_Masani_speech_disscussion_on_the_banking_laws_in_the_Lok_Sabha_19-12-1963.pdf	5849	1963-12-19	1963						speech	speech
585-For_Favour_of_Publication_21-06-1966.pdf	585	1966-06-21	1966							
5850-Intervention_by_Mr_Minoo_Masani_in_the_course_of_Second_reading_of_the_cpmpanies_16-12-1963.pdf	5850	1963-12-16	1963							
5851-Mr_Minoo_Masani_speech_disscussion_on_the_companies_Amendment_Bill_in_Lok_Sabha_13-12-1963.pdf	5851	1963-12-13	1963						speech	speech
5852-For_the_Favour_of_Publication_09-11-1963.pdf	5852	1963-11-09	1963							
5853-Speech_of_Mr_Minoo_Masani_for_opening_debate_on_mid_term_appraisal_in_the_Lok_Sabha_05-12-1963.pdf	5853	1963-12-05	1963						speech	speech
5854-Mr_Minoo_Masani_speech_in_the_Lok_Sabha_04-01-1963.pdf	5854	1963-01-04	1963						speech	speech
5855-Speech_of_Mr_Minoo_Masani_disscussion_on_the_motion_of_No_Confidence_in_the_Union_Govt_19-10-1963.pdf	5855	1963-10-19	1963						speech	speech
5856-Mr_Minoo_Masani_speech_discussion_on_Third_Five_Year_Plan_in_Lok_Sabha_02-08-1964.pdf	5856	1964-08-02	1964						speech	speech
5857-Mr_Minoo_Masani_speech_discussion_on_Income_Tax_Bill_in_the_Lok_Sabha_19-08-1961.pdf	5857	1961-08-19	1961						speech	speech
5858-The_Indian_Roads_and_Transport_Development_Association_Ltd_30-04-1961.pdf	5858	1961-04-30	1961							
5859-Typed_Text_Of_Mr_Minoo_Masanis_Speech_07-06-1961.pdf	5859	1961-06-07	1961						speech	speech
586-Devaluation_What_Next-A_Swatantra_Party_Publication.pdf	586									
5860-Mr_Minoo_Masani_speech_discussion_on_the_Finance_Bill_20-04-1961.pdf	5860	1961-04-20	1961						speech	speech
5861-Mr_Minoo_Masani_disscussion_on_the_Preventive_Detention_Bill_in_the_Lok_Sabha_05-12-1960.pdf	5861	1960-12-05	1960							
5862-Mr_Minoo_Masani_disscussion_on_the_Preventive_Detention_Bill_in_the_Lok_Sabha_01-12-1960.pdf	5862	1960-12-01	1960							
5863-Mr_Minoo_Masani_disscussion_on_the_company_Amendments_Bill_30-11-1960.pdf	5863	1960-11-30	1960							
5864-Minute_of_Dissent_By_Mr_Minoo_Masani.pdf	5864									
5865-Mr_Minoo_Masani_speech_during_the_consideration_of_the_Taxation_Laws_11-08-1960.pdf	5865	1960-08-11	1960						speech	speech
5866-Speech_Of_Mr_Minoo_Masani_08-08-1960.pdf	5866	1960-08-08	1960						speech	speech
5867-Mr_Minoo_Masani_disscussion_on_the_budget_in_the_Lok_Sabha_07-03-1960.pdf	5867	1960-03-07	1960							
5868-Mr_Minoo_Masani_disscussion_on_the_budget_in_the_Lok_Sabha_07-03-1960.pdf	5868	1960-03-07	1960							
5869-Mr_Minoo_Masani_debate_on_the_Motion_of_Thanks_to_the_President_16-02-1960.pdf	5869	1960-02-16	1960							
587-For_Favour_of_Publication_15-06-1966.pdf	587	1966-06-15	1966							
5870-An_End_to_Appeasement-Freedom_First.pdf	5870									
5871-Letter_to_K_V_Murthy_11-11-1967.pdf	5871	1967-11-11	1967		to	K V Murthy		unresolved	letter	letter
5872-Swatantra_party_Message.pdf	5872									
5873-Letter_to_B_P_Prem_07-11-1967.pdf	5873	1967-11-07	1967		to	B P Prem		unresolved	letter	letter
5874-Letter_to_Mr_Minoo_Masani_06-11-1967.pdf	5874	1967-11-06	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
5875-Letter_from_Mr_Minoo_Masani_04-11-1967.pdf	5875	1967-11-04	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
5876-Letter_to_A_Madhwa_Warrier_02-11-1967.pdf	5876	1967-11-02	1967		to	A Madhwa Warrier		unresolved	letter	letter
5877-Letter_to_Mr_Minoo_Masani_27-05-1964.pdf	5877	1964-05-27	1964		to	Minoo Masani	minoo-masani	resolved	letter	letter
5878-Letter_From_Mr_S_V_Raju.pdf	5878				from	S V Raju	s-v-raju	resolved	letter	letter
5879-Letter_to_Mr_Minoo_Masani_26-09-1967.pdf	5879	1967-09-26	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
588-For_Favour_of_Publication_15-06-1966.pdf	588	1966-06-15	1966							
5880-Letter_to_K_C_Ghia_17-10-1967.pdf	5880	1967-10-17	1967		to	K C Ghia		unresolved	letter	letter
5881-Letter_to_Balram_Tandon_06-10-1967.pdf	5881	1967-10-06	1967		to	Balram Tandon		unresolved	letter	letter
5882-Letter_to_Mr_Minoo_Masani_26-09-1967.pdf	5882	1967-09-26	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
5883-Letter_to_Mr_Minoo_Masani_24-09-1967.pdf	5883	1967-09-24	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
5884-Letter_to_N_Dandekar_07-09-1967.pdf	5884	1967-09-07	1967		to	N Dandekar	n-dandekar	resolved	letter	letter
5885-Letter_to_R_M_Totala_04-09-1967.pdf	5885	1967-09-04	1967		to	R M Totala		unresolved	letter	letter
5886-Letter_to_Mr_Minoo_Masani_22-08-1967.pdf	5886	1967-08-22	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
5887-Letter_to_R_M_Totala_08-09-1967.pdf	5887	1967-09-08	1967		to	R M Totala		unresolved	letter	letter
5888-Letter_to_Mr_Minoo_Masani_26-08-1968.pdf	5888	1968-08-26	1968		to	Minoo Masani	minoo-masani	resolved	letter	letter
5889-Speeches_And_Articles_By_Mr_Minoo_Masani.pdf	5889								speech	speech
589-For_Favour_of_Publication_11-06-1965.pdf	589	1965-06-11	1965							
5890-Letter_to_S_V_Raju_06-06-1969.pdf	5890	1969-06-06	1969		to	S V Raju	s-v-raju	resolved	letter	letter
5891-Form_of_Free_Enterprise_04-05-1968.pdf	5891	1968-05-04	1968							
5892-Swatantra_behavior_of_responsiblities.pdf	5892									
5893-India_neglated_backward_11-06-1965.pdf	5893	1965-06-11	1965							
5894-What_the_Swatantra_party_stand_for.pdf	5894									
5895-Letter_to_Ayub_Sayeed_14-10-1966.pdf	5895	1966-10-14	1966		to	Ayub Sayeed		unresolved	letter	letter
5896-Mr_Minoo_masani_massage_printed_in_the_souvenir_issued_by_the_praja.pdf	5896								souvenir	edited_volume
5897-Letter_to_Mr_Minoo_Masani_09-10-1966.pdf	5897	1966-10-09	1966		to	Minoo Masani	minoo-masani	resolved	letter	letter
5898-Interview_with_Mr_Minoo_Masani_05-10-1966.pdf	5898	1966-10-05	1966							
5899-Interview_with_Mr_Minoo_Masani_05-10-1966.pdf	5899	1966-10-05	1966							
59-Letter_to_Mr_Minoo_Masani_11-03-1971.pdf	59	1971-03-11	1971		to	Minoo Masani	minoo-masani	resolved	letter	letter
590-For_Favour_of_Publication_11-06-1965.pdf	590	1965-06-11	1965							
5900-Text_of_speech_delivered_by_Mr_Minoo_Masni_15-06-1966.pdf	5900	1966-06-15	1966						speech	speech
5901-Transcript_of_speech_delivered_by_Mr_Minoo_Masani_15-06-1966.pdf	5901	1966-06-15	1966						speech	speech
5902-Wanted-Rethinking_on_taxation_24-03-1965.pdf	5902	1965-03-24	1965							
5903-Wanted-Rethinking_on_taxation_21-03-1965.pdf	5903	1965-03-21	1965							
5904-International_Clipping_Service_20-03-1985.pdf	5904	1985-03-20	1985							
5905-Nagaland_Problem-The_Times_of_India_19-02-1969.pdf	5905	1969-02-19	1969							
5906-The_Swatantra_party_Establishment.pdf	5906									
5907-New_York_Herald_Tribune_20-10-1963.pdf	5907	1963-10-20	1963							
5908-A_New_Political_party_comes_into_being_in_India.pdf	5908									
5909-Swatantra_Party_Meeting.pdf	5909									
591-For_Favour_of_Publication_11-06-1965.pdf	591	1965-06-11	1965							
5910-Virodhi_Paksh_Eki_Karancha_Marg_Konta-Hindi_News_Paper_28-07-1963.pdf	5910	1963-07-28	1963							
5911-Letter_to_Ashok_Padbidri_23-07-1963.pdf	5911	1963-07-23	1963		to	Ashok Padbidri		unresolved	letter	letter
5912-Letter_to_Ashok_Padbidri_22-07-1963.pdf	5912	1963-07-22	1963		to	Ashok Padbidri		unresolved	letter	letter
5913-The_Role_of_Opposition_party_in_India.pdf	5913									
5914-Letter_to_N_D_Prabhu_27-10-1962.pdf	5914	1962-10-27	1962		to	N D Prabhu		unresolved	letter	letter
5915-Press_parties_and_the_people.pdf	5915								press_note	press_note
5916-Press_parties_and_the_people.pdf	5916								press_note	press_note
5917-Social_and_Religious_Decay.pdf	5917									
5918-Swatantra_party_preaparatory_convention-1959.pdf	5918	1959	1959						souvenir	edited_volume
5919-Social_and_Religious_Decay.pdf	5919									
592-For_Favour_of_Publication_11-06-1965.pdf	592	1965-06-11	1965							
5920-Souveinr_of_the_third_national_convention-1964.pdf	5920	1964	1964						souvenir	edited_volume
5921-National_Headquarter_Circular_no-160_29-08-1974.pdf	5921	1974-08-29	1974						circular	circular
5922-Letter_to_M_K_Tata_10-08-1975.pdf	5922	1975-08-10	1975		to	M K Tata		unresolved	letter	letter
5923-Letter_to_Jayaprakash_Naryan_10-06-1972.pdf	5923	1972-06-10	1972		to	Jayaprakash Naryan		unresolved	letter	letter
5924-Letter_to_Jayaprakash_Naryan_29-05-1978.pdf	5924	1978-05-29	1978		to	Jayaprakash Naryan		unresolved	letter	letter
5925-Letter_to_Jayaprakash_Naryan_17-03-1979.pdf	5925	1979-03-17	1979		to	Jayaprakash Naryan		unresolved	letter	letter
5926-Letter_to_Jayaprakash_Naryan_13-03-1975.pdf	5926	1975-03-13	1975		to	Jayaprakash Naryan		unresolved	letter	letter
5927-Telegraph_to_Jayaprakash_Naryan_13-03-1975.pdf	5927	1975-03-13	1975							
5928-Letter_to_Jayaprakash_Naryan_11-03-1975.pdf	5928	1975-03-11	1975		to	Jayaprakash Naryan		unresolved	letter	letter
5929-Letter_to_Jayaprakash_Naryan_14-02-1975.pdf	5929	1975-02-14	1975		to	Jayaprakash Naryan		unresolved	letter	letter
593-For_Favour_of_Publication_11-06-1965.pdf	593	1965-06-11	1965							
5930-Letter_to_Jayaprakash_Naryan_13-02-1975.pdf	5930	1975-02-13	1975		to	Jayaprakash Naryan		unresolved	letter	letter
5931-Letter_to_Jayaprakash_Naryan.pdf	5931				to	Jayaprakash Naryan		unresolved	letter	letter
5932-Letter_to_Mr_Minoo_Masani_03-02-1975.pdf	5932	1975-02-03	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
5933-Letter_to_Farrokh_S_Nulla_17-01-1975.pdf	5933	1975-01-17	1975		to	Farrokh S Nulla		unresolved	letter	letter
5934-Letter_to_S_V_Murthy_15-01-1975.pdf	5934	1975-01-15	1975		to	S V Murthy		unresolved	letter	letter
5935-Letter_to_Jayaprakash_Naryan_31-11-1974.pdf	5935	1974-11-31	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5936-Letter_to_Mr_Minoo_Masani_30-12-1974.pdf	5936	1974-12-30	1974		to	Minoo Masani	minoo-masani	resolved	letter	letter
5937-Telegram_To_Mr_Sugata_Das_Gupta.pdf	5937				to	Sugata Das Gupta		unresolved	telegram	telegram
5938-Letter_to_Sugata_Das_Gupta_18-12-1974.pdf	5938	1974-12-18	1974		to	Sugata Das Gupta		unresolved	letter	letter
5939-Letter_to_Sugata_Das_Gupta_17-12-1974.pdf	5939	1974-12-17	1974		to	Sugata Das Gupta		unresolved	letter	letter
594-The_Gandhian_Way-The_Illustrated_Weekly_Of_India_31-01-1965.pdf	594	1965-01-31	1965							
5940-Letter_to_Jayaprakash_Naryan.pdf	5940				to	Jayaprakash Naryan		unresolved	letter	letter
5941-Telegram_to_Mr_Minoo_Masani_15-12-1974.pdf	5941	1974-12-15	1974		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
5942-Letter_to_Jayaprakash_Naryan.pdf	5942				to	Jayaprakash Naryan		unresolved	letter	letter
5943-Telegram_to_Mr_Minoo_Masani.pdf	5943				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
5944-Letter_to_Jayaprakash_Naryan_06-12-1974.pdf	5944	1974-12-06	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5945-Letter_to_Jayaprakash_Naryan_22-11-1974.pdf	5945	1974-11-22	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5946-Letter_to_Jayaprakash_Naryan.pdf	5946				to	Jayaprakash Naryan		unresolved	letter	letter
5947-Letter_to_Jayaprakash_Naryan_18-11-1974.pdf	5947	1974-11-18	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5948-Mass_Meeting_Held_In_Capitals_Of_All_States_And_Union_Territories.pdf	5948									
5949-Letter_to_Jayaprakash_Naryan.pdf	5949				to	Jayaprakash Naryan		unresolved	letter	letter
595-Mr_Minoo_Masanis_Answers_to_the_Questions_31-01-1965.pdf	595	1965-01-31	1965							
5950-Letter_to_Jayaprakash_Naryan.pdf	5950				to	Jayaprakash Naryan		unresolved	letter	letter
5951-Letter_to_Mr_Minoo_Masani_27-10-1974.pdf	5951	1974-10-27	1974		to	Minoo Masani	minoo-masani	resolved	letter	letter
5952-Letter_to_Jayaprakash_Naryan_24-10-1974.pdf	5952	1974-10-24	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5953-Letter_to_Jayaprakash_Naryan.pdf	5953				to	Jayaprakash Naryan		unresolved	letter	letter
5954-Telegram_to_Mr_Minoo_Masani.pdf	5954				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
5955-Telegram_to_Mr_Minoo_Masani.pdf	5955				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
5956-Letter_to_Jayaprakash_Naryan_07-10-1974.pdf	5956	1974-10-07	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5957-Letter_to_Jayaprakash_Naryan.pdf	5957				to	Jayaprakash Naryan		unresolved	letter	letter
5958-Letter_to_Jayaprakash_Naryan_19-08-1974.pdf	5958	1974-08-19	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5959-Letter_from_Mr_Minoo_Masani_21-06-1974.pdf	5959	1974-06-21	1974		from	Minoo Masani	minoo-masani	resolved	letter	letter
596-Transport_and_Its_Vital_Role-Transport_and_Communication_April-1965.pdf	596	1965-04	1965							
5960-Letter_to_Mr_Minoo_Masani_13-06-1974.pdf	5960	1974-06-13	1974		to	Minoo Masani	minoo-masani	resolved	letter	letter
5961-Letter_to_Mr_Minoo_Masani_19-06-1974.pdf	5961	1974-06-19	1974		to	Minoo Masani	minoo-masani	resolved	letter	letter
5962-Letter_to_Jayaprakash_Naryan_19-06-1974.pdf	5962	1974-06-19	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5963-Letter_to_Jayaprakash_Naryan_19-06-1974.pdf	5963	1974-06-19	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5964-Letter_to_Mr_Minoo_Masani.pdf	5964				to	Minoo Masani	minoo-masani	resolved	letter	letter
5965-Letter_to_Jayaprakash_Naryan_18-06-1974.pdf	5965	1974-06-18	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5966-Letter_to_Jayaprakash_Naryan_18-06-1974.pdf	5966	1974-06-18	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5967-Letter_to_Jayaprakash_Naryan_15-06-1974.pdf	5967	1974-06-15	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5968-Telegram_to_Mr_Minoo_Masani_17-06-1974.pdf	5968	1974-06-17	1974		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
5969-Telegram_to_Mr_Minoo_Masani.pdf	5969				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
597-Allot_Rs1500_Crores_For_Roads_In_Fourth_Plan-IRTDA_News_Letter.pdf	597								letter	letter
5970-Letter_to_Arvind_Deshpandey.pdf	5970				to	Arvind Deshpandey		unresolved	letter	letter
5971-Letter_to_Jayaprakash_Naryan_14-06-1974.pdf	5971	1974-06-14	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5972-Letter_to_Jayaprakash_Naryan.pdf	5972				to	Jayaprakash Naryan		unresolved	letter	letter
5973-Letter_to_Manumantra_Rao_14-06-1974.pdf	5973	1974-06-14	1974		to	Manumantra Rao		unresolved	letter	letter
5974-Letter_to_Manumantra_Rao_14-06-1974.pdf	5974	1974-06-14	1974		to	Manumantra Rao		unresolved	letter	letter
5975-Telegram_to_Mr_Minoo_Masani.pdf	5975				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
5976-Letter_to_Jayaprakash_Naryan_10-06-1974.pdf	5976	1974-06-10	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5977-Letter_to_Mr_Minoo_Masani_06-06-1974.pdf	5977	1974-06-06	1974		to	Minoo Masani	minoo-masani	resolved	letter	letter
5978-Letter_from_Mr_Minoo_Masani_06-06-1974.pdf	5978	1974-06-06	1974		from	Minoo Masani	minoo-masani	resolved	letter	letter
5979-Madras_Visit_Folder_21-05-1974.pdf	5979	1974-05-21	1974							
598-Wanted-Rethinking_On_Taxation.pdf	598									
5980-Letter_to_T_Sadasivan.pdf	5980				to	T Sadasivan		unresolved	letter	letter
5981-Letter_to_Jayaprakash_Naryan_22-05-1974.pdf	5981	1974-05-22	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5982-Letter_to_Jayaprakash_Naryan_20-05-1974.pdf	5982	1974-05-20	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5983-Letter_to_Jayaprakash_Naryan_20-05-1974.pdf	5983	1974-05-20	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5984-Telegram_to_Mr_Minoo_Masani.pdf	5984				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
5985-Letter_to_Jayaprakash_Naryan_07-05-1974.pdf	5985	1974-05-07	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5986-Letter_to_Jayaprakash_Naryan.pdf	5986				to	Jayaprakash Naryan		unresolved	letter	letter
5987-Telegram_to_Mr_Minoo_Masani.pdf	5987				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
5988-Letter_to_Jayaprakash_Naryan_16-04-1974.pdf	5988	1974-04-16	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5989-Letter_to_Mr_Minoo_Masani_05-04-1974.pdf	5989	1974-04-05	1974		to	Minoo Masani	minoo-masani	resolved	letter	letter
599-Indias_Answer_To_The_Chinese_Bomb-Janata_Republic_Day-1965.pdf	599	1965	1965							
5990-Letter_to_Jayaprakash_Naryan_18-03-1974.pdf	5990	1974-03-18	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5991-Letter_to_Jayaprakash_Naryan_29-01-1974.pdf	5991	1974-01-29	1974		to	Jayaprakash Naryan		unresolved	letter	letter
5992-For_Circular_Freedom-1966.pdf	5992	1966	1966						circular	circular
5993-Letter_from_Nisula_Eskiel_24-08-1973.pdf	5993	1973-08-24	1973		from	Nisula Eskiel		unresolved	letter	letter
5994-Letter_from_C_Rajagopalachari_21-08-1972.pdf	5994	1972-08-21	1972		from	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
5995-Letter_to_Mr_Minoo_Masani_09-08-1973.pdf	5995	1973-08-09	1973		to	Minoo Masani	minoo-masani	resolved	letter	letter
5996-Letter_to_P_G_Navalankar_08-08-1973.pdf	5996	1973-08-08	1973		to	P G Navalankar		unresolved	letter	letter
5997-Letter_to_Jayaprakash_Naryan_29-07-1973.pdf	5997	1973-07-29	1973		to	Jayaprakash Naryan		unresolved	letter	letter
5998-Letter_from_Mr_Minoo_Masani_16-06-1973.pdf	5998	1973-06-16	1973		from	Minoo Masani	minoo-masani	resolved	letter	letter
5999-Letter_to_Jayaprakash_Naryan_08-07-1973.pdf	5999	1973-07-08	1973		to	Jayaprakash Naryan		unresolved	letter	letter
6-Letter_to_Mr_S_A_Chowdhury_30-03-1971.pdf	6	1971-03-30	1971		to	S A Chowdhury		unresolved	letter	letter
60-Letter_to_Mr_Viren_Saha_17-03-1971.pdf	60	1971-03-17	1971		to	Viren Saha		unresolved	letter	letter
600-Mr_Minoo_Masanis_Answers_to_the_Questions_Put_by_Mr_Michale_Brecher.pdf	600									
6000-Letter_to_Mr_Minoo_Masani_25-06-1973.pdf	6000	1973-06-25	1973		to	Minoo Masani	minoo-masani	resolved	letter	letter
6001-Letter_to_Jayaprakash_Naryan_20-06-1973.pdf	6001	1973-06-20	1973		to	Jayaprakash Naryan		unresolved	letter	letter
6002-Letter_to_Jayaprakash_Naryan_18-05-1973.pdf	6002	1973-05-18	1973		to	Jayaprakash Naryan		unresolved	letter	letter
6003-Letter_to_Jayaprakash_Naryan_17-04-1973.pdf	6003	1973-04-17	1973		to	Jayaprakash Naryan		unresolved	letter	letter
6004-Letter_to_Mr_Minoo_Masani_16-05-1973.pdf	6004	1973-05-16	1973		to	Minoo Masani	minoo-masani	resolved	letter	letter
6005-Letter_to_Jayaprakash_Naryan_13-02-1973.pdf	6005	1973-02-13	1973		to	Jayaprakash Naryan		unresolved	letter	letter
6006-A_League_of_Democrats.pdf	6006									
6007-Letter_to_Jayaprakash_Naryan_10-02-1973.pdf	6007	1973-02-10	1973		to	Jayaprakash Naryan		unresolved	letter	letter
6008-Telegram_to_Mr_Minoo_Masani.pdf	6008				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
6009-Telegram_to_Mr_Minoo_Masani.pdf	6009				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
601-The_Poly_Of_Gold_Control_22-01-1965.pdf	601	1965-01-22	1965							
6010-Letter_to_Mr_Minoo_Masani_22-11-1972.pdf	6010	1972-11-22	1972		to	Minoo Masani	minoo-masani	resolved	letter	letter
6011-Interview_with_Mr_Minoo_Masani.pdf	6011									
6012-Letter_to_Jayaprakash_Naryan_03-11-1972.pdf	6012	1972-11-03	1972		to	Jayaprakash Naryan		unresolved	letter	letter
6013-Letter_to_Jayaprakash_Naryan_27-11-1972.pdf	6013	1972-11-27	1972		to	Jayaprakash Naryan		unresolved	letter	letter
6014-Letter_to_Jayaprakash_Naryan_11-10-1972.pdf	6014	1972-10-11	1972		to	Jayaprakash Naryan		unresolved	letter	letter
6015-Letter_to_Mr_Minoo_Masani_29-07-1972.pdf	6015	1972-07-29	1972		to	Minoo Masani	minoo-masani	resolved	letter	letter
6016-Letter_from_Jayaprakash_Naryan_27-09-1972.pdf	6016	1972-09-27	1972		from	Jayaprakash Naryan		unresolved	letter	letter
6017-Letter_from_Jayaprakash_Naryan.pdf	6017				from	Jayaprakash Naryan		unresolved	letter	letter
6018-Letter_to_Jayaprakash_Naryan_28-09-1978.pdf	6018	1978-09-28	1978		to	Jayaprakash Naryan		unresolved	letter	letter
6019-Draft_Statement.pdf	6019								press_note	press_note
602-Interview_With_Mr_Minoo_Masani-BBC_19-01-1965.pdf	602	1965-01-19	1965							
6020-Letter_to_Jayaprakash_Naryan_21-09-1972.pdf	6020	1972-09-21	1972		to	Jayaprakash Naryan		unresolved	letter	letter
6021-Letter_to_Jayaprakash_Naryan_24-07-1972.pdf	6021	1972-07-24	1972		to	Jayaprakash Naryan		unresolved	letter	letter
